Price,Close,High,Low,Open,Volume
Ticker,GOOG,GOOG,GOOG,GOOG,GOOG
Date,,,,,
2022-08-30,109.16297149658203,110.61304731436921,108.06051529649395,110.27535427321912,20548200
2022-08-31,108.40813446044922,111.01032208279608,108.30881565259938,110.87127423629843,25898000
2022-09-01,109.79862213134766,110.46406648910384,107.45466185914013,108.45779168410175,22784400
2022-09-02,107.94132232666016,110.91596859028044,107.39505754451321,110.58323885544799,20618100
2022-09-06,106.7494888305664,108.13996732096346,105.7860804639774,107.40003574804634,20565100
2022-09-07,109.7291030883789,110.23563131172003,106.8835701995673,107.02758892040058,22987200
2022-09-08,108.6762924194336,109.82841176964932,107.32553546006159,108.43792577293826,21660700
2022-09-09,111.02025604248047,111.23876196589119,109.25235550221456,109.3020186948222,21732900
2022-09-12,111.10965728759766,111.87442050403838,110.17604374911632,111.2288368354617,19732900
2022-09-13,104.59423065185547,108.6266409540578,104.28634007264407,108.14990006532268,33015000
2022-09-14,105.15043640136719,105.37886891760193,103.78974514853898,104.72335867803716,22115800
2022-09-15,103.1938247680664,105.48812197475904,102.60783087857331,104.2962810413566,26494900
2022-09-16,102.92565155029297,103.32293437151624,101.16272181821269,102.27014133618319,64540100
2022-09-19,103.14415740966797,103.31300014587099,101.67422082295761,101.84306355916064,19738600
2022-09-20,101.13788604736328,102.46877472936795,100.43271266812418,102.18074488530593,24001700
2022-09-21,99.33026123046875,102.78660436929312,99.31039292163136,101.54510028084249,26596800
2022-09-22,99.8864517211914,100.98890794782774,98.7343398779962,98.77406134022748,21272700
2022-09-23,98.49596405029297,99.42957752599564,97.34385222568528,99.37991433269849,25657000
2022-09-26,98.1384048461914,99.75733089662333,97.71132717109782,97.93976723907117,22437900
2022-09-27,97.42329406738281,99.77718827821964,96.67839169936924,99.2309310881996,24225000
2022-09-28,100.05528259277344,100.71080030495287,97.13527050249213,97.3537688290133,24617000
2022-09-29,97.42329406738281,98.62507655601212,95.86396541344261,98.62507655601212,21921500
2022-09-30,95.49649810791016,98.81777167666374,95.37731098487271,97.06576112897415,26277800
2022-10-03,98.62509155273438,99.2905359507366,96.36058164450401,96.5592268527031,24840000
2022-10-04,101.71395874023438,102.02184935401085,100.35326742242506,100.35326742242506,22580900
2022-10-05,101.52523803710938,102.0417003960936,99.06209062819975,100.00563826788984,18475500
2022-10-06,101.54510498046875,103.02498337822091,100.81013664780187,100.81013664780187,17156200
2022-10-07,98.89325714111328,100.73068182096326,98.53570332932688,99.96591857647248,24249900
2022-10-10,98.03909301757812,99.31039197968714,97.2048059152714,99.1713441293027,16529900
2022-10-11,97.38357543945312,99.43950573181782,96.58900985946508,97.58221304568066,21617700
2022-10-12,97.63188171386719,98.97071925966215,97.00615882181883,97.60207925147586,17343400
2022-10-13,99.03229522705078,99.84672158959769,94.62247036872678,95.27798815146768,32812200
2022-10-14,96.51949310302734,100.60155910753977,96.37051109853005,99.94107803038207,22624800
2022-10-17,100.09501647949219,101.07828551788228,98.8336517597424,98.84357833583454,23311600
2022-10-18,100.70088195800781,103.51164911498128,99.9659136378853,103.23355340345059,21610500
2022-10-19,99.60836029052734,100.96805130997552,98.9578133386631,100.0155697049409,21573700
2022-10-20,99.84671783447266,102.29993098406972,99.29052645976014,100.13474767567425,25125100
2022-10-21,100.79026794433594,100.92931579147759,97.56235742026016,97.79078992161887,28988700
2022-10-24,102.27013397216797,102.39924765931433,99.61828326607534,101.39611031290339,24680800
2022-10-25,104.2168197631836,104.38566250102328,102.31979787409422,102.59790115573206,29910200
2022-10-26,94.17552947998047,97.87024668893879,93.92722867376058,96.10234616105942,71504300
2022-10-27,91.97061920166016,94.5231512445966,91.275379959436,93.66899584555583,54036500
2022-10-28,95.92356872558594,96.20166441454593,91.69549886314017,91.90109265695114,35696900
2022-10-31,94.0166244506836,95.69513281131775,93.73852117209412,95.12900725488336,29868700
2022-11-01,89.88489532470703,95.51139272035945,89.81537139938067,94.94029629746328,43220600
2022-11-02,86.47820281982422,90.67945571418004,86.41861305229293,90.2921070701484,43553600
2022-11-03,82.92253875732422,85.96174591136683,82.88280971728332,85.75813742273455,48510400
2022-11-04,86.11071014404297,86.1405126036997,83.3098775618658,84.9288035473077,40173300
2022-11-07,88.04747009277344,88.33549994609857,86.36895416660064,86.74636867567865,26899900
2022-11-08,88.30570983886719,89.79054393617074,87.05427154783787,88.55401066611286,30172000
2022-11-09,86.80596160888672,88.8817526695531,86.76623257139283,87.94317594418506,26743900
2022-11-10,93.52995300292969,93.90737510679946,91.02708401942718,91.71238914414367,42371200
2022-11-11,96.07255554199219,96.69827087353168,93.52002344383007,94.06628069524213,30569100
2022-11-14,95.37730407714844,96.51948929652994,94.46653690557272,94.85090758255207,24170100
2022-11-15,98.04903411865234,99.73747675154047,96.36058390822414,97.9993709210509,31831000
2022-11-16,98.31719207763672,99.17134751777705,97.23658943843006,97.35378366881285,24660200
2022-11-17,97.83051300048828,98.80385544872193,96.4400270362426,96.51948510906553,21818700
2022-11-18,97.1352767944336,98.48603376380899,96.08247624099918,98.33705176706893,24969900
2022-11-21,95.17867279052734,98.04902968311204,95.01975662742383,96.89691023323071,18696900
2022-11-22,96.6684799194336,96.88499296690813,93.76832807468752,95.50643386608218,18868900
2022-11-23,98.14834594726562,98.39565410483331,96.67840178689299,96.67840178689299,17568900
2022-11-25,96.93663787841797,98.2675342038601,96.86711395244603,97.79575658740099,8567800
2022-11-28,95.5958023071289,97.16506508828637,95.23824857021863,96.53934225992408,19974500
2022-11-29,94.79132080078125,95.73486085921611,93.74845435510949,95.34751219711848,20220000
2022-11-30,100.76046752929688,100.76046752929688,94.02655065004306,94.4734966628274,39888100
2022-12-01,100.59162902832031,101.89272292672392,99.98577440901639,100.71081615225447,21771500
2022-12-02,100.14469146728516,100.46251622307057,98.4959703370897,98.694615545418,18821500
2022-12-05,99.19122314453125,101.05844274948184,98.67972401593366,99.13659665615965,19955500
2022-12-06,96.64860534667969,99.52889627270373,96.10234810845027,98.992565611096,20877600
2022-12-07,94.50328063964844,96.64859548974499,94.37913024668451,96.1122648828362,26647900
2022-12-08,93.31143951416016,95.21839545602491,93.16246509314973,95.03961857327319,25593200
2022-12-09,92.43743133544922,93.84777821058353,92.3877681391606,93.26179189758514,21885300
2022-12-12,92.9240951538086,93.23695660745051,91.27538167236226,92.45728840632368,27380900
2022-12-13,95.19853210449219,99.1216895753665,94.73172535425174,97.40344458071074,34788500
2022-12-14,94.66220092773438,96.55922280441791,93.30151730193226,94.89064101320092,26452900
2022-12-15,90.58013916015625,93.39090635596996,89.81537594287904,92.90423885406629,28298800
2022-12-16,90.24243927001953,91.12638947177149,89.39821810377244,90.58012470550287,48485500
2022-12-19,88.5440673828125,90.58012940979408,88.32059817683806,90.26230468678754,23020500
2022-12-20,89.02080535888672,89.16978736321556,87.44161581460381,88.12692848799274,21976800
2022-12-21,89.63658905029297,90.29707008944192,88.30570039579547,89.12012671896804,20336400
2022-12-22,87.66011810302734,88.57386324456762,86.34909015895764,88.32556244017913,23656100
2022-12-23,89.19959259033203,89.48762247808462,87.02448235409203,87.02448235409203,17815000
2022-12-27,87.33235931396484,88.89168806405394,86.94004737673795,88.70297702770877,15470900
2022-12-28,85.87236022949219,87.91835669371382,85.78297556573423,86.90529261675617,17879600
2022-12-29,88.34542846679688,88.75760873609705,86.39875095299075,86.4384799933794,18280700
2022-12-30,88.1269302368164,88.22624904916005,86.43848011681591,86.77120230581392,19190300
2023-01-03,89.09032440185547,90.92775639198945,88.41494591977562,89.21944566804987,20738500
2023-01-04,88.10706329345703,90.61986641464313,87.20325223631956,90.3914339004661,27046500
2023-01-05,86.18024444580078,87.61045958011077,85.97167266830384,87.47141172844614,23136100
2023-01-06,87.56080627441406,87.86869687157876,84.98840579563675,86.76624060603703,26612600
2023-01-09,88.19644927978516,90.21265061112891,87.977943358204,88.58876121895915,22996700
2023-01-10,88.63345336914062,88.8668567324073,86.11071627710662,86.13058458495952,22855600
2023-01-11,91.6329345703125,91.8216380363287,89.13005812040355,89.44788285939553,25998800
2023-01-12,91.28531646728516,91.99048988187711,89.95442014101864,91.7719839493901,22754200
2023-01-13,92.16926574707031,92.34804263733666,90.31197291916662,90.90590804551623,18630700
2023-01-17,91.53362274169922,92.33811501604687,90.22258706862888,92.14940395809764,22935800
2023-01-18,91.15618133544922,92.95189124658914,90.77876687695878,92.30830059432286,19641600
2023-01-19,93.27172088623047,93.75838835723602,90.75891029747898,90.76884445169445,28707700
2023-01-20,98.60521697998047,98.7442648281179,95.25812689297854,95.29784835455546,53704800
2023-01-23,100.52210235595703,100.71081340264897,98.07882321356192,98.45623772940617,31791800
2023-01-24,98.53569793701172,100.40291740273791,98.02916213511087,98.87339099745888,27391400
2023-01-25,96.07255554199219,97.05582465656556,94.61453083956603,96.53935471327681,31000900
2023-01-26,98.48603820800781,98.5356938241358,96.16193865558921,97.61201449571318,24542100
2023-01-27,100.02549743652344,100.88958698363005,98.29732591984958,98.37678399769513,29020400
2023-01-30,97.28424835205078,98.73333142649015,96.85717068197916,98.07385063828548,24365100
2023-01-31,99.19122314453125,99.2309521885779,97.1253583193474,97.19488225204395,22306800
2023-02-01,100.74060821533203,101.49544482401241,97.75106424391362,99.06209226028501,26392600
2023-02-02,108.06050872802734,108.08036945745748,105.81586742547779,106.06416821981836,46622600
2023-02-03,104.50483703613281,107.28580131974107,102.5978887997948,102.80646055275001,36823400
2023-02-06,102.7667465209961,103.9883823348809,101.51530824301913,101.9870782943574,25573000
2023-02-07,107.3056869506836,107.93140231057068,102.84421329966486,102.92565669885428,33738800
2023-02-08,99.32032012939453,102.87598940863623,97.78582300200476,101.99203916568776,73546000
2023-02-09,94.8111801147461,99.9261783018846,93.22205645071823,99.85665437838149,97798600
2023-02-10,94.21525573730469,96.36057069940037,93.88749686415954,95.08927182148604,49325300
2023-02-13,94.35430908203125,94.70192870524663,93.41076902222673,94.36424323627725,43116600
2023-02-14,94.30464935302734,94.5281261553057,92.02028633258648,94.01662706716678,42513100
2023-02-15,96.44003295898438,96.67839961455326,93.71865820674988,94.09607270952888,36964500
2023-02-16,95.1290054321289,97.21473072757868,94.32451322985784,94.89063877544477,35642100
2023-02-17,93.94709014892578,95.0992095361386,92.81483906979004,94.4238310347647,31095100
2023-02-21,91.42436218261719,92.78008249699454,91.37469898910733,92.60626889724948,28367200
2023-02-22,91.17606353759766,91.7322549459406,90.25238419014835,91.30914786599993,29891100
2023-02-23,90.4510269165039,91.50382002098485,89.39823381202298,91.50382002098485,32423700
2023-02-24,88.74270629882812,89.51740359895886,88.25603884215047,89.02080198835822,31295600
2023-02-27,89.48761749267578,89.83523713868681,89.00094998826033,89.47768333777833,22724300
2023-02-28,89.6862564086914,90.8284340829204,88.91155150939896,88.93141981779948,30546900
2023-03-01,89.89482116699219,90.58012620254601,89.23930343663592,89.54720157250273,26323900
2023-03-02,91.6825942993164,91.85144461943293,89.15985700522896,89.24924924264828,23328600
2023-03-03,93.3809585571289,93.47035078260345,92.03020921946553,92.10965971400657,30242500
2023-03-06,94.93036651611328,95.64547405392449,93.65906759446636,93.71865736343753,28288200
2023-03-07,93.52995300292969,95.43690152155445,93.20617230351891,94.77145712873327,24101500
2023-03-08,94.00668334960938,95.5858727828209,93.76334584040264,93.76334584040264,25395200
2023-03-09,92.03022766113281,95.26806518304991,91.72730033097213,93.84778406455659,24438900
2023-03-10,90.39143371582031,92.546683040593,90.18286193383003,91.87130449901218,32850100
2023-03-13,91.0370101928711,92.4473569375284,89.3286994531277,89.94945146160775,31508600
2023-03-14,93.60940551757812,94.18546521629575,92.14939554007007,92.43742538942888,32303900
2023-03-15,95.89378356933594,96.58902286226427,92.40763779470394,92.90423945466418,38367300
2023-03-16,100.383056640625,101.27694112090344,95.21840254185582,95.91364181677253,54499500
2023-03-17,101.76360321044922,102.78660133674433,100.0652265768613,100.1546112313736,76140300
2023-03-20,101.2372055053711,101.88278912017725,100.104954429728,100.37311596762693,26033900
2023-03-21,105.12062072753906,105.239807836819,101.16767632232389,101.28686343160382,33122800
2023-03-22,103.51165008544922,106.7792898816501,103.50171593064718,104.42539531119965,32336900
2023-03-23,105.53778076171875,106.37306052241634,104.69355950436757,105.17029282679528,31385800
2023-03-24,105.33914184570312,105.43846823987778,104.02811376452148,105.02131708594818,25236200
2023-03-27,102.35952758789062,104.68362720286413,101.93244987448958,104.60416912187331,25393400
2023-03-28,100.67108154296875,102.29993425894689,99.5984202195082,102.29993425894689,24913500
2023-03-29,101.20740509033203,102.12115019310482,100.34331559980667,102.02183139107106,26148300
2023-03-30,100.63136291503906,100.91939279526039,99.60836467901788,100.75055004471209,25009800
2023-03-31,103.29314422607422,103.48185527976155,100.75054617762977,101.01870773717607,28108000
2023-04-03,104.19695281982422,104.23667428015045,101.68414232322633,101.97217216459619,20719900
2023-04-04,104.40552520751953,105.37886011963423,103.88905528973119,104.1274219408047,20377200
2023-04-05,104.23667907714844,105.81587620043213,103.39444313724364,105.39873264995701,21864200
2023-04-06,108.15984344482422,108.88487762755793,104.10260877762528,105.05111219263884,34684200
2023-04-10,106.22309112548828,107.23616274656032,104.88226817057756,106.66010300732641,19741500
2023-04-11,105.39873504638672,106.49125714141704,104.56444034892777,106.1932931257089,18721300
2023-04-12,104.50483703613281,106.85574568787112,104.25653624772822,106.66008606087541,22761600
2023-04-13,107.45465850830078,107.52914571858524,105.71655287796429,105.74634776207807,21650700
