Date,Close,High,Low,Open,Volume
,META,META,META,META,META
2022-01-03,336.4657897949219,338.9902054960533,335.12405511546797,336.22723963885556,14537900
2022-01-04,334.46807861328125,340.98788305000136,329.83662680556665,337.86713760996855,15998000
2022-01-05,322.183837890625,333.7028228263255,321.8558428011006,330.97959006204326,20564500
2022-01-06,330.42303466796875,337.0919448522891,320.7427206043337,320.8421139781479,27962800
2022-01-07,329.75714111328125,334.93521110696696,326.8649669563357,330.701302293414,14722000
2022-01-10,326.0599365234375,326.32827132605445,313.49736670018683,323.3168372187382,24942400
2022-01-11,332.3212890625,332.5797057318876,323.2869877056378,324.7777971110064,16226800
2022-01-12,331.2181091308594,334.3090394476821,328.0078885822976,333.12632821034856,14104900
2022-01-13,324.47967529296875,333.5736073823922,323.764085503571,332.9275959839103,14797100
2022-01-14,329.8664245605469,330.6913560904833,319.24192034621416,319.81838363976414,16868500
2022-01-18,316.2007141113281,322.223582545403,315.69385946569565,321.309236297588,22645600
2022-01-19,317.63189697265625,325.09589357916025,317.37348026364396,317.6219485359713,20814700
2022-01-20,314.6204833984375,325.81150482519354,314.0440503142256,321.91550871363853,16925000
2022-01-21,301.3125,316.35972190975184,301.18329165314026,312.88116630302665,28710700
2022-01-24,306.8185119628906,307.63349506670795,287.23923291473017,296.0151177767175,38878100
2022-01-25,298.3110046386719,304.3537700665369,295.7567434945559,298.1122482172052,25108500
2022-01-26,292.8248291015625,305.62591916751484,289.0679900892156,305.1289826297409,28348800
2022-01-27,292.8348083496094,299.8614686818086,292.4571316882669,295.92573938109723,21629900
2022-01-28,299.8614196777344,300.0502579775452,291.2346091634408,293.8087366396124,21871600
2022-01-31,311.3406677246094,311.86741920483496,297.48607558743464,298.83772831759944,21579500
2022-02-01,317.0455017089844,317.70146155908856,310.2076502988541,312.63270295780956,18023800
2022-02-02,321.02099609375,325.9903613583591,314.92854942644345,325.81147148817684,58458300
2022-02-03,236.30323791503906,246.4805028469361,234.3055586538919,243.15102224639242,188119900
2022-02-04,235.63734436035156,241.12352753008244,228.70011511285568,233.5303384672854,89342200
2022-02-07,223.53199768066406,236.83995759252116,222.6375028110121,236.24362767941986,88613800
2022-02-08,218.83096313476562,224.38672506740048,214.8256559150308,219.49687143062172,94729700
2022-02-09,230.5785675048828,231.9401688480284,220.84855617816334,222.82635401260683,86563300
2022-02-10,226.67263793945312,233.56017102260577,225.31102152364107,226.8714095200295,49310400
2022-02-11,218.204833984375,229.0082293247873,217.42961420856673,227.06024661414577,46156900
2022-02-14,216.3661651611328,219.64594933815616,213.4640576050981,217.96630141676937,38184000
2022-02-15,219.6459503173828,219.79502521301683,213.74234180548123,219.1191987990764,42685500
2022-02-16,215.21324157714844,216.1276180351526,211.05885993211479,211.1085566125951,45817500
2022-02-17,206.43739318847656,216.16740439639116,205.89075993740263,212.708730172333,38747500
2022-02-18,204.89688110351562,209.4587549743163,203.9228745504554,208.10708695719387,37128400
2022-02-22,200.84185791015625,206.20876605072593,198.83423020137045,201.10025943097085,39852400
2022-02-23,197.23411560058594,205.67210376203226,196.8365724227984,202.90913773009862,44481400
2022-02-24,206.3280487060547,207.07345348437815,189.05453045680989,189.8893801688604,49957200
2022-02-25,209.19039916992188,210.0252640729232,201.93512273825735,203.68434904426056,37627600
2022-02-28,209.73703002929688,211.84403605748028,205.56276622248285,206.40754922184917,34239800
2022-03-01,202.24322509765625,210.4526107345717,200.98100212347225,208.5841246151779,27094900
2022-03-02,206.83493041992188,207.86855176605417,200.78224691066754,203.52533119353012,29452100
2022-03-03,201.72640991210938,207.79897472599427,200.18590368407854,207.73934477070128,27263500
2022-03-04,198.83424377441406,204.62852558700732,197.57202073039406,201.13008813754922,32130900
2022-03-07,186.3213653564453,199.65913868357725,186.13252706726115,199.559745321281,38560600
2022-03-08,189.1240997314453,195.4948297469161,184.9697175800809,186.69906218060123,37508100
2022-03-09,197.28379821777344,197.88012810722134,192.731857879865,194.540714089971,31894700
2022-03-10,194.01397705078125,195.07741339567661,189.8993429697998,193.64623368658738,24853000
2022-03-11,186.46051025390625,192.37405144770767,185.52626722691244,191.4596901265834,34694500
2022-03-14,185.48654174804688,191.11185197576268,184.6815069624439,185.88408492244588,31010500
2022-03-15,190.8534393310547,191.10190759193094,184.77094115769938,189.6309797338272,31721700
2022-03-16,202.3823699951172,202.4817481989591,193.3281860832671,193.50707594936193,40640300
2022-03-17,206.5665740966797,206.76534567653007,199.87781261853297,200.4641940869464,29499700
2022-03-18,215.16358947753906,215.47168770722112,204.73785536382474,205.43356348976806,52128000
2022-03-21,210.1942138671875,213.39448625669743,206.35786334117677,213.185766246382,30142300
2022-03-22,215.3225860595703,218.11538201500665,208.8922263369847,210.07493767010027,31998800
2022-03-23,212.15216064453125,215.47169319086976,210.86012256901202,212.0229522873893,23717300
2022-03-24,218.22470092773438,219.31795212373788,213.4739740565939,213.6826940584055,31502300
2022-03-25,220.46092224121094,224.11836770309765,217.54886638465652,219.15893583632416,40039000
2022-03-28,222.22006225585938,222.66730207647373,218.19487353973287,220.7690161565062,26224100
2022-03-29,228.45166015625,229.47534818576568,223.90965303290636,224.6848879649204,31417900
2022-03-30,226.45396423339844,229.73373293044244,225.32094964444005,227.5074671642354,25588000
2022-03-31,220.99761962890625,227.090066488488,220.89822625435752,227.05030307254862,24192300
2022-04-01,223.47235107421875,225.88745519522982,221.33551501587834,223.17418613988073,19544800
2022-04-04,232.4569549560547,232.9141432079849,224.4761559932633,224.5954159001588,28054800
2022-04-05,230.41952514648438,235.40877212269618,229.60455712834818,232.64580624643807,29727200
2022-04-06,221.9318389892578,227.58697865973045,220.05341966771383,225.51972104594532,28995100
2022-04-07,221.58401489257812,224.1382761574299,217.2209123877591,222.55800632948356,21037200
2022-04-08,220.96780395507812,223.7506516153979,218.68189283534048,221.0175006421963,18375700
2022-04-11,215.13377380371094,219.25834102408078,213.90136572366154,217.08175655006357,20516600
2022-04-12,212.8280029296875,220.66966174168664,211.82419647375903,218.89063541577357,20128800
2022-04-13,213.67279052734375,215.28286015144602,210.0352112174159,210.52221451255943,19231800
2022-04-14,208.89222717285156,213.67276920904337,208.71333730593284,213.57337583944476,18379500
2022-04-18,209.4786376953125,212.07264709493094,207.0237699231897,208.71335116143658,16580800
2022-04-19,215.9785614013672,217.0916944228771,207.71947834896403,209.23016971051322,20089900
2022-04-20,199.19203186035156,212.84785282113538,197.7012223078105,212.30121961881053,43036500
2022-04-21,186.91773986816406,201.72644447133365,184.44299014244527,200.36484304121487,49954100
2022-04-22,182.98199462890625,191.5392434487167,182.14714478436412,189.20363537318656,36426800
2022-04-25,185.8443145751953,186.03313770313972,180.54696975527065,181.61040596126588,29281100
2022-04-26,179.84132385253906,186.04309709190935,178.40021097521415,185.4865306150362,31747400
2022-04-27,173.8780975341797,180.09975290759635,167.96455556366683,173.36127927077666,71062900
2022-04-28,204.46949768066406,207.25234524488346,191.71810466983638,201.67671684548395,100890600
2022-04-29,199.2417449951172,211.17815567179176,198.675230039035,203.2073041917917,49193400
2022-05-02,209.83641052246094,210.5818152695465,199.75853894847612,199.93742880843342,49915300
2022-05-03,210.7309112548828,213.58332218646763,206.81504883162143,209.1605899439389,41556300
2022-05-04,222.0411834716797,222.92572988646552,205.69197470474614,209.3593535489935,41375900
2022-05-05,207.00389099121094,218.82104171123007,204.89688484221818,217.3998104374133,41129200
