Date,Close,High,Low,Open,Volume
,MSFT,MSFT,MSFT,MSFT,MSFT
2022-01-03,323.89837646484375,327.0430208965413,319.08948826047026,324.4789321117376,28865100
2022-01-04,318.3444519042969,324.33379227694843,315.5481232153685,323.975761808593,32674300
2022-01-05,306.1239013671875,315.4997826044344,305.73687408915134,315.2965689226274,40054300
2022-01-06,303.7049255371094,308.3686822043641,301.392388231309,302.9985793895527,39646100
2022-01-07,303.8597106933594,306.2399561127619,300.0377468231346,303.9661306277529,32720000
2022-01-10,304.0823059082031,304.5177300797264,294.8128735433539,299.45726024091306,44289500
2022-01-11,304.7693176269531,306.34645318386146,299.84432347965804,303.2211788519228,29386800
2022-01-12,307.95263671875,312.92602760824207,306.80121056428135,309.3072765675064,34372200
2022-01-13,294.91925048828125,310.477999759612,294.14519599434743,310.0812872347779,45366000
2022-01-14,300.1442565917969,300.74415332363384,293.90333446831437,294.38712596538153,39846400
2022-01-18,292.8389587402344,299.7571705686531,291.95845475795755,294.21293945049706,42333200
2022-01-19,293.4969177246094,303.73396167938847,292.8873652813076,296.36098446324274,45933900
2022-01-20,291.822998046875,301.5471940307173,291.3779181968077,299.05084323097356,35380700
2022-01-21,286.43359375,294.25165138229846,286.0271958983454,292.8777000608215,57984400
2022-01-24,286.7625427246094,287.4785446299873,267.1012508783427,282.7277385199471,85731500
2022-01-25,279.1379699707031,285.42725856382043,275.9256173154079,282.06974485682485,72848600
2022-01-26,287.0915222167969,298.4993332025726,283.5308241295649,298.0058564603818,90428900
2022-01-27,290.12005615234375,297.3382163920615,288.2719692510956,292.848647044969,53481300
2022-01-28,298.26715087890625,298.4800203242128,284.90483174909696,290.49746041765246,49743700
2022-01-31,300.89886474609375,302.25347455772607,296.4382933508896,298.93467313715706,46444500
2022-02-01,298.75091552734375,300.5602908856212,295.2385847597286,300.347421459454,40950400
2022-02-02,303.2985534667969,304.90474476135483,298.8670363988058,299.59272363577713,36636000
2022-02-03,291.4843444824219,301.140832317367,290.2361542912409,299.4572180160596,43730000
2022-02-04,296.0223388671875,298.78961201270425,290.24586730318873,290.47807776902533,35096500
2022-02-07,291.194091796875,297.8607227658091,290.1781120131645,296.244875824076,28533300
2022-02-08,294.68707275390625,295.65465574286134,290.2265293484021,291.48437542272796,32421200
2022-02-09,301.1214599609375,301.81812081600225,297.4253157990667,299.82490244451157,31284700
2022-02-10,292.5776672363281,299.0991653120137,290.95213535552574,294.1838580929357,45386200
2022-02-11,285.47564697265625,294.42578816713433,284.68222196376286,293.3614411464584,39175600
2022-02-14,285.43695068359375,287.13990600791016,281.9052790638438,284.24681310649265,36359500
2022-02-15,290.72967529296875,291.04896470161543,287.39150201566304,290.28459536542493,27058300
2022-02-16,290.39031982421875,291.7186447665817,284.7473355562415,289.29468550260657,29982100
2022-02-17,281.8869934082031,287.77234217655547,281.17918687184704,287.3457231120857,32461600
2022-02-18,279.1722412109375,284.9218657300005,277.60152027487555,284.13650526196955,34264000
2022-02-22,278.9685974121094,282.6724139032119,275.8465370047907,276.33132880972005,41736100
2022-02-23,271.7452087402344,282.8275727475832,271.5803960838196,281.35378660921566,37811200
2022-02-24,285.629638671875,286.1823084436964,263.2613371745761,264.2212450912512,56989700
2022-02-25,288.2669372558594,288.5772111518248,282.7790897770282,286.16295712554097,32546700
2022-02-28,289.701904296875,290.04126448899723,284.0880067320678,285.35815893426843,34627500
2022-03-01,285.9786682128906,290.8459667826752,283.2638166303118,287.384546549291,31217800
2022-03-02,291.0592956542969,292.30036144633044,284.76670772312764,286.37619041849695,31873000
2022-03-03,286.9192199707031,293.90991012485733,285.1060736064637,293.67721950670733,27314500
2022-03-04,281.04345703125,286.6670590433166,278.43530465770755,285.33873439242245,32356500
2022-03-07,270.42657470703125,280.8786850901457,270.0581281920922,279.75396452482715,43157200
2022-03-08,267.45965576171875,275.32296496007893,261.78758549153326,269.35032612555074,48159500
2022-03-09,279.7248840332031,280.79143196991623,272.2396970446507,274.8187931136679,35204500
2022-03-10,276.9033508300781,277.8826396429179,272.04572798060116,274.4115141100971,30628000
2022-03-11,271.5512390136719,280.7041089826737,270.9306914140536,279.201236908851,27209300
2022-03-14,268.0316467285156,276.719106007811,267.43050973402933,271.81301620136327,30660700
2022-03-15,278.4158935546875,279.0655275130415,270.2520171295623,271.8227376508679,34245100
2022-03-16,285.4356689453125,285.6101868544143,274.58602842276696,280.31624023029934,37826300
2022-03-17,286.24053955078125,286.61866185811766,280.5684682259328,284.36924985983757,30816600
2022-03-18,291.2920227050781,291.8446925132739,283.826245999044,286.38593157017544,43390600
2022-03-21,290.0606689453125,291.0108716421582,285.9302328335173,289.79889199333064,28351200
2022-03-22,294.8115539550781,295.72296480391606,289.6824490018245,290.6811188141461,27599700
2022-03-23,290.380615234375,294.0068784229763,288.66446272341494,291.36960955369653,25715400
2022-03-24,294.8503723144531,294.9473365902291,289.2461804109756,290.04124604725905,24484500
2022-03-25,294.443115234375,296.20776433611707,290.18665898274526,295.9459874387846,22566500
2022-03-28,301.2497253417969,301.34666005895576,295.07345113034086,295.07345113034086,29578200
2022-03-29,305.81634521484375,306.2138780134715,299.6497785681732,304.36196991762364,30393400
2022-03-30,304.31353759765625,306.339993647316,302.10288786010216,304.21660289540057,28163600
2022-03-31,298.93231201171875,305.55458445151703,298.5251034770213,304.3522806882295,33422100
2022-04-01,300.0085754394531,300.69697152169914,296.246586275612,299.96007850505373,27110500
2022-04-04,305.38970947265625,305.525435773219,300.2896909060564,300.65813736226033,24289600
2022-04-05,301.424072265625,305.2927003081353,300.4447836275619,303.74136105248476,23156700
2022-04-06,290.39031982421875,297.6621976161441,287.6851730006055,295.9072534761738,40110400
2022-04-07,292.2033996582031,294.41404904374673,287.33610072397653,287.63666926754246,31411200
2022-04-08,287.9372253417969,291.9609911189032,287.26821033138873,291.3016814124939,24361900
2022-04-11,276.5834045410156,283.7098197455941,276.33130335708324,282.91478374664115,34569300
2022-04-12,273.48077392578125,281.896753274819,271.958520427189,280.44237773614145,30966700
2022-04-13,278.87164306640625,279.80243508000837,272.7438673323913,274.1303944317771,21907200
2022-04-14,271.31866455078125,279.54074712445254,270.82419685550815,279.32743747121674,28221600
2022-04-18,271.9875793457031,273.8685738866559,269.8738942106014,270.4265639610484,20778000
2022-04-19,276.6221923828125,277.4657549794319,269.94177668947515,270.8822739757197,22297700
2022-04-20,277.6499328613281,280.8883679766164,276.690054609588,280.59747515624474,22906700
2022-04-21,272.2687072753906,284.3787942543485,271.5415197385084,279.8023595053295,29454600
2022-04-22,265.6949768066406,274.5860709052862,265.06475342226594,273.112284984401,29405800
2022-04-25,272.18157958984375,272.5597019049289,262.53420844538874,264.97757868488094,35678900
2022-04-26,262.0008850097656,269.89328023075717,261.7875754313959,269.0594525267125,46518400
2022-04-27,274.60552978515625,282.1198043655611,270.66902185598894,273.5196006446066,63477700
2022-04-28,280.82049560546875,282.129439349792,272.898984777169,276.515542164648,33646600
2022-04-29,269.07879638671875,281.062863571246,268.0898318904965,279.8314736159821,37073900
2022-05-02,275.8173828125,276.27308818057656,267.81831999941375,269.2629897540381,35151100
2022-05-03,273.2092590332031,275.4877863561019,271.62883306903626,275.3229441287677,25978600
2022-05-04,281.1597900390625,282.03240913481085,268.31281067194595,273.99455489105003,33599300
2022-05-05,268.9140625,277.6403163642119,265.99560590571105,276.8549558835807,43260400
2022-05-06,266.3736877441406,270.7561945471367,263.018907502902,266.4512414054531,37780300
2022-05-09,256.5325012207031,264.0758629549132,255.31084559899435,261.8458317686874,47726000
2022-05-10,261.30279541015625,265.4235259500196,257.00754691357685,263.426185984904,39336400
2022-05-11,252.62496948242188,263.10616476658646,251.41299010553567,257.59893757945724,48975900
2022-05-12,247.5831756591797,251.97538813892353,242.41529334839248,249.85199770937754,51033800
2022-05-13,253.17767333984375,255.0392869332298,247.58318643346072,249.52235369812172,34925100
2022-05-16,253.54612731933594,257.7347358357674,248.00010759554567,252.0529601965687,32550900
2022-05-17,258.704345703125,260.1683970586015,254.47694512701054,258.015919929837,28828800
2022-05-18,246.9255828857422,256.1775215944614,245.65247241501044,255.59441054369825,31356000
2022-05-19,246.0120391845703,250.41449629814898,244.78752382257517,246.75063363367587,32692300
2022-05-20,245.44839477539062,251.26002017736235,239.50072692589913,249.99660787697098,39199300
2022-05-23,253.31056213378906,254.136633604883,246.29386307125506,248.2958696586072,33175400
2022-05-24,252.30960083007812,253.97144225049283,246.3619328763729,250.62833324775218,29043900
2022-05-25,255.12791442871094,257.12990628779517,249.88970222522656,250.87127199454082,28547900
2022-05-26,258.4127197265625,259.58863995946916,254.06858584488728,254.88492936958542,25002100
2022-05-27,265.54608154296875,265.64327166838257,260.02602645530493,260.9201340875451,26910800
2022-05-31,264.21466064453125,267.03299630860687,261.3574429989598,264.8560798770332,37827700
2022-06-01,264.7491455078125,269.8707409098893,262.436157371953,267.4508644163128,25292200
2022-06-02,266.8482971191406,266.9163331602478,254.2338100694297,257.00356501404997,44008200
2022-06-03,262.4167175292969,265.75015751179075,260.8520664352407,262.69855996137693,28059000
2022-06-06,261.1824645996094,266.459558068701,259.69554794096325,264.39925834908735,22400300
2022-06-07,264.8269348144531,265.439199996227,258.45165391231484,259.13195514945534,22860700
2022-06-08,262.7957763671875,265.3128433735348,262.01828503853517,264.0591589961378,17372300
2022-06-09,257.33404541015625,265.03101725984766,257.17854713483496,260.23984343092275,26439700
2022-06-10,245.8662567138672,253.2425174195424,245.4192029712448,253.2425174195424,31422800
2022-06-13,235.4384002685547,242.00806063802048,234.72895987314584,238.20815546124874,46135800
2022-06-14,237.60562133789062,238.82042366109098,234.70952192240742,236.99335622167607,28651500
2022-06-15,244.6708984375,248.11122688546928,239.4812665255515,241.31804702603347,33111700
2022-06-16,238.07212829589844,240.45313815375846,236.17703942246422,239.05368334595116,33169200
2022-06-17,240.67662048339844,243.44637559850622,237.15855784482125,237.8096900838926,43084800
2022-06-21,246.5951690673828,247.57672404798697,242.48426715302713,243.2131485780948,29928300
2022-06-22,246.0023193359375,249.9285685083653,243.32002647994867,244.7972301666433,25939900
2022-06-23,251.57095336914062,252.06660217631952,246.48823975143515,248.37361521052824,25861400
2022-06-24,260.1620788574219,260.43419339301283,254.35045383369882,254.43791604246806,33923200
2022-06-27,257.4312438964844,260.7451990465694,255.8665628403259,260.6577368247863,24615100
2022-06-28,249.2580108642578,259.39431434341117,249.1025126077075,256.546824812342,27295500
2022-06-29,252.93154907226562,254.59339019807956,248.5582462691214,250.3367184913832,20069800
2022-06-30,249.59812927246094,252.22211413062385,245.77879792014835,249.81193566577983,31730900
2022-07-01,252.2706756591797,252.4553279696424,247.44063566578578,249.17052767325666,22837700
2022-07-05,255.44862365722656,255.57496783684243,247.56698604768548,248.94699962740748,22941000
2022-07-06,258.7139892578125,260.4438664218845,255.01127448719635,256.3232668081978,23824400
2022-07-07,260.84234619140625,261.4837653703721,257.5575159983353,257.65470611483187,20859900
2022-07-08,260.1231994628906,260.55081225996196,255.87625522031703,257.3340180308074,19658800
2022-07-11,257.0618896484375,259.02499945053415,254.79748159613314,258.16977390244966,19455200
2022-07-12,246.52713012695312,258.45163425345476,244.9430231030509,258.3933261127936,35868500
2022-07-13,245.60386657714844,246.41049706934726,241.12367518210107,243.14510795246753,29497400
2022-07-14,246.9255828857422,247.95573289017767,239.01479069630014,243.51442327742907,25102800
2022-07-15,249.49122619628906,253.0384428078221,247.59613766644088,248.51938440363574,29774100
2022-07-18,247.09080505371094,253.4952396670065,246.16755820714366,252.4359355465149,20975000
2022-07-19,252.22215270996094,252.4068050623558,246.53687108650638,250.32704894938806,25012600
2022-07-20,254.88490295410156,257.4116972162545,251.6195291937223,252.58164295200297,22788300
2022-07-21,257.38262939453125,257.4312392890504,249.79254581579903,252.47483920219835,22404700
2022-07-22,253.0287628173828,257.85881862790734,251.7751080213908,257.77135640899604,21881300
2022-07-25,251.5418243408203,254.13665524708887,249.57871439217618,253.65073430015372,21056000
2022-07-26,244.80694580078125,252.56225411501038,242.5425674350256,252.54279829754145,39348000
2022-07-27,261.1728210449219,262.44593174810194,251.56131866563936,253.8062714114464,45994000
2022-07-28,268.6268615722656,270.01658857012063,260.3273222544809,262.1543900332137,33459300
2022-07-29,272.8348388671875,274.059368942466,268.840583577074,269.88046135026275,32152800
2022-08-01,270.1817932128906,273.3597057500872,268.07288310675597,269.99714086754074,21539600
2022-08-02,267.0815734863281,270.0651349626204,264.71027709598764,268.22833970476506,22754200
2022-08-03,274.51611328125,275.5171089988663,268.82110576466056,268.966905739411,23518900
2022-08-04,275.6629333496094,275.8087036946795,272.2809427109455,273.8650200050531,18098700
2022-08-05,274.9438171386719,275.66297071065867,270.83291490098145,271.2896818162804,16774600
2022-08-08,272.4267272949219,277.86904784198094,271.4548853993135,276.0516785842541,18739200
2022-08-09,274.35089111328125,275.10892642826786,269.7929513160365,271.7658183747208,23405200
2022-08-10,281.017822265625,281.6495136024719,278.8603319468809,280.05570822424676,24687800
2022-08-11,278.93798828125,283.0100072925939,278.44236919212585,282.66015852380036,20065900
2022-08-12,283.6904296875,283.6904296875,278.86037328600474,280.3570184175536,22619700
2022-08-15,285.2064208984375,285.89642028825256,281.94101695182127,282.80597041000163,18085700
2022-08-16,284.46783447265625,285.7604008093183,282.24233787382076,283.76810711776506,18102900
2022-08-17,283.7178955078125,285.69492065907355,281.91616605164813,282.1791095942932,18253400
2022-08-18,282.5979309082031,284.2925155216381,281.53634866422476,282.61739830194875,17186200
2022-08-19,278.68280029296875,281.7019105508063,278.10820013531355,281.3610379905131,20570000
2022-08-22,270.5019836425781,275.0890656643179,269.98581542969623,274.7189771869294,25061100
2022-08-23,269.2261962890625,271.5830288322253,268.21332715946977,269.2261962890625,17527400
2022-08-24,268.5931701660156,269.99559523146576,267.93089241978953,268.22308164579806,18137000
2022-08-25,271.5733642578125,271.7389114328781,267.35633975487536,270.0930099138864,16583400
2022-08-26,261.0941467285156,273.0244810979979,260.9870314615862,271.79735148063304,27549300
2022-08-29,258.3087463378906,260.4221028280278,256.9647531378231,258.91256247792984,20338500
2022-08-30,256.1076965332031,260.08121426548763,253.8579792613374,259.711155479428,22767100
2022-08-31,254.64683532714844,260.1396417810957,254.51047441783726,258.46455441213783,24791800
2022-09-01,253.60475158691406,254.08198505075546,248.74497714961947,252.11467873957707,23263400
2022-09-02,249.3780517578125,257.8315379852467,247.8295467479486,254.87088889880724,22855400
2022-09-06,246.64137268066406,251.10184326326072,245.36555986305348,249.5144035204149,21328200
2022-09-07,251.35507202148438,252.0757520218553,246.6121606696536,248.05353553100252,24126700
2022-09-08,251.7738037109375,253.63396504293286,248.141143754038,250.7901802862265,20319900
2022-09-09,257.55889892578125,258.3088247710061,253.49773186240105,253.70224358327107,22084700
2022-09-12,259.6916809082031,260.47082249672275,258.24057242382844,258.84438857917326,18747700
2022-09-13,245.41429138183594,253.60481997240856,245.0247205208982,252.0855307662735,33353300
2022-09-14,245.6382293701172,247.59577234574667,243.33981382641142,246.91404207019949,23913000
2022-09-15,238.9767608642578,244.83965696947544,237.65224976242436,243.2522022753674,31530900
2022-09-16,238.3534393310547,238.89882358010237,235.74336703268992,237.88595437992277,39791800
2022-09-19,238.13917541503906,238.7429915584572,234.56494703921464,236.14266785813606,26826900
2022-09-20,236.12319946289062,237.1555361018201,233.38652954179466,235.75312576969003,26660300
2022-09-21,232.7145233154297,241.1972397263064,232.66582510868037,237.89570341294743,28625600
2022-09-22,234.69154357910156,237.49639378843938,231.37053994331876,231.6626994562865,31061200
2022-09-23,231.71139526367188,234.83763576552224,229.06237339573931,233.28911605979133,34176000
2022-09-26,231.253662109375,235.14928080942127,230.71801156599744,230.8641061836128,27694200
2022-09-27,230.24078369140625,235.4901287459521,228.380622390254,233.7176152898331,27018700
2022-09-28,234.7792205810547,236.0063351920129,228.60465329387907,230.6303769171642,29029700
2022-09-29,231.3023681640625,233.68843172668625,228.29300618270508,232.65609511384054,27484200
2022-09-30,226.82241821289062,234.2630501670301,226.65685618291016,232.0717644033824,35694800
2022-10-03,234.45779418945312,235.3050864195647,228.53645255345572,229.26688098923591,28880400
